processo,cd_acordao,classe,assunto,relator,comarca,orgao_julgador,camara,secao,data_julgamento,data_publicacao,valor_indenizacao,tem_dano_moral,houve_majoracao,n_palavras_ementa,ementa
1007468-09.2025.8.26.0006,20798744,Apelação Cível,Prestação de Serviços,Antonio Conehero Júnior,São Paulo,34ª Câmara de Direito Privado,34,Direito Privado,04/08/2026,04/08/2026,,True,False,166,"Apelação cível – Obrigação de fazer cumulada com indenização por dano moral – Invasão de perfil em rede social (Instagram) – Perda de acesso à conta pela usuária – Relação de consumo – Defeito na prestação do serviço – Restabelecimento do perfil – dano moral – Indenização devida. 1. Relação jurídica de consumo submetida às normas do Código de Defesa do Consumidor, aplicando-se a responsabilidade objetiva do fornecedor de serviços digitais, nos termos do art. 14 do CDC. 2. Invasão de perfil em rede social por terceiros e consequente perda de acesso pela usuária. Tentativas administrativas de recuperação da conta frustradas, evidenciando o defeito na prestação do serviço. 3. Inviabilidade do reconhecimento de culpa exclusiva da consumidora ou de terceiro. Serviço defeituoso, por não oferecer a segurança legitimamente esperada pela consumidora. 4. Dano moral configurado. Indevida invasão e perda do controle da conta que ultrapassam meros dissabores cotidianos. Dano moral in re ipsa. 5. Redimensionamento das verbas de sucumbência. 6. Sentença de procedência parcial. Recurso provido."
1012980-97.2025.8.26.0482,20795846,Apelação Cível,Empréstimo consignado,José Wagner de Oliveira Melatto Peixoto,Presidente Prudente,37ª Câmara de Direito Privado,37,Direito Privado,25/07/2026,03/08/2026,,True,False,196,"DIREITO DO CONSUMIDOR – Contratos de Consumo - Bancários – Empréstimo Consignado - Ação declaratória de inexistência de contrato c/c repetição de indébito e indenizatória por danos materiais e morais – Sentença de procedência – Preliminar de cerceamento de defesa rejeitada - Contratação de cartão de crédito consignado (RCC) – Contratação efetivada após a declaração da autora como absolutamente incapaz para os atos da vida civil, por sentença transitada em julgado em 25/10/2010, tendo referida interdição sido averbada no Registro Civil das Pessoas Naturais - Nulidade do contrato controvertido – Art. 166, I, do CC – Autora que, embora declarada incapaz para os atos da vida civil, tem livre acesso a telefone móvel e seus documentos pessoais – Existência de culpa concorrente da representante da parte ativa para a consecução do evento danoso - Indenização material devida pela metade e na forma simples - CC, art. 945 - Dano moral , nas circunstâncias, não caracterizado – Situação que não ultrapassou a seara do mero aborrecimento – Indenização incabível – Condenação desconstituída – Dever da autora de restituir/compensar o valor disponibilizado - Sentença substituída para julgar parcialmente procedente a ação - Decaimento recíproco - Recurso parcialmente provido."
1011232-80.2024.8.26.0606,20795048,Apelação Cível,Direito de Imagem,Wagner Carvalho Lima,Suzano,10ª Câmara de Direito Privado,10,Direito Privado,03/08/2026,03/08/2026,5000.0,True,False,466,"APELAÇÃO CÍVEL. RESPONSABILIDADE CIVIL. OFENSAS EM REDE SOCIAL. EXPOSIÇÃO DE IMAGEM ASSOCIADA A EXPRESSÕES DEPRECIATIVAS. PUBLICAÇÃO COM 14,6 MIL VISUALIZAÇÕES. SENTENÇA QUE RECONHECEU O EXCESSO E DETERMINOU A EXCLUSÃO DO CONTEÚDO, MAS AFASTOU A INDENIZAÇÃO POR DANOS MORAIS . RECURSO DA AUTORA PROVIDO EM PARTE.
I. Caso em exame.
1. Apelação interposta contra sentença que, ao julgar parcialmente procedente ação de obrigação de fazer c/c indenização por danos morais , reconheceu que a ré extrapolou a liberdade de expressão ao publicar fotos da autora acompanhadas de falas depreciativas em rede social de amplo alcance, determinou a exclusão do conteúdo, mas afastou a reparação extrapatrimonial.
II. Questão em discussão.
2. Avaliar se a conduta da recorrida impõe o dever de indenizar por danos morais e se o dano decorrente de ofensas em ambiente virtual de ampla disseminação é presumido (in re ipsa).
III. Razões de decidir.
3. A liberdade de manifestação do pensamento (Artigo 5º, incisos IV e IX, CF) não é absoluta e encontra limite na inviolabilidade da honra, da imagem, da intimidade e da vida privada (Artigo 5º, inciso X, CF). A divulgação de imagem de pessoa natural associada a dizeres ""safada"" e ""mau-caráter"" em perfil de grande alcance configura abuso de direito, ato ilícito e impõe o dever de reparar o dano.
4. Reconhecida pelo juízo de origem a conduta que extrapolou a liberdade de expressão a ponto de justificar a remoção judicial do conteúdo, o mesmo ato ilícito é idôneo a gerar dano moral . A exclusão cessa a continuidade da ofensa, mas não compensa a exposição pública consumada.
5. A exposição vexatória da imagem em rede social de amplo alcance (14,6 mil visualizações; mais de 35 mil seguidores) configura dano moral presumido (in re ipsa) e dispensa prova de consequências extraordinárias.
6. Não há nos autos indício de a autora ter ofendido, exposto ou atacado a ré em redes sociais, de modo que a agressão foi unilateral.
7. Indenização fixada em R$ 5.000,00, valor proporcional à gravidade da conduta, ao alcance da publicação e às condições das partes, atendendo às funções compensatória e inibitória do instituto, sem configurar enriquecimento indevido.
IV. Dispositivo e tese.
8. Recurso parcialmente provido para condenar a ré ao pagamento de indenização por danos morais no valor de R$ 5.000,00, com juros de mora desde o evento danoso e correção monetária desde o arbitramento colegiado, redistribuídos os ônus sucumbenciais com fundamento na sucumbência mínima da autora.
Referências:
Constituição Federal, Artigo 5º, IV, IX e X. 
Código Civil, Artigos 186, 187 e 927. 
Código de Processo Civil, Artigos 85, § 2º, e 86, parágrafo único. 
TJSP, Apelação Cível nº 1035491-47.2020.8.26.0100, rel. Des. Augusto Rezende, 1ª Câmara de Direito Privado, j. em 23.09.2025.
TJSP, Apelação Cível nº 1000266-44.2021.8.26.0483, rel. Des. Álvaro Passos, 2ª Câmara de Direito Privado, j. em 28.09.2022."
1001965-94.2024.8.26.0150,20792119,Apelação Cível,Indenização por Dano Moral,Caio Marcelo Mendes de Oliveira,Cosmópolis,32ª Câmara de Direito Privado,32,Direito Privado,31/07/2026,31/07/2026,,False,False,99,"PRESTAÇÃO DE SERVIÇOS – Convênio da autora junto à ré, visando aquisição de medicamentos com descontos - Ação de indenização por danos materiais e morais – Acolhimento parcial dos pedidos – Recurso da ré – Decisão que reconhece que o pedido de reembolso de valor, feito na petição inicial, era indevido, em função de estorno do valor antes do ajuizamento da ação e a autora se confirmou com esta decisão – Com isto, não havia razão para qualquer indenização por danos morais , não evidenciados, em função de único desconto, com valor devolvido – Sentença reformada – Recurso provido."
1111515-14.2023.8.26.0100,20792878,Embargos de Declaração Cível,Compra e Venda,Neto Barbosa Ferreira,São Paulo,29ª Câmara de Direito Privado,29,Direito Privado,31/07/2026,31/07/2026,1621.0,False,False,179,"Embargos de Declaração. Interposição fundada no art. 1.022, do Código de Processo Civil. Honorários advocatícios devidos à patrona da autora. Fixação em 20% sobre condenação de R$ 1.621,00, resultando em verba manifestamente diminuta. Erro material no capítulo sucumbencial. Correção possível inclusive de ofício. Artigos 494, inciso I, 1.022, inciso III, e 85, §§ 2º e 8º, do CPC. Proveito econômico irrisório. Arbitramento por apreciação equitativa em R$ 1.000,00. Adequação à natureza e à baixa complexidade da causa, ao trabalho desenvolvido e aos princípios da razoabilidade e da proporcionalidade. Alteração restrita ao capítulo acessório da sucumbência, sem modificação do julgamento de mérito. Desnecessidade de prévia intimação da parte contrária. Demais matérias de mérito suficientemente examinadas no acórdão embargado. Ausência de omissão, obscuridade, ou contradição no acórdão em relação a elas. Caráter infringente. Embargos rejeitados quanto ao mérito. Embargos parcialmente acolhidos, sem efeitos infringentes, exclusivamente para corrigir o erro material constante do v. acórdão embargado e fixar os honorários advocatícios devidos à patrona da autora, por apreciação equitativa, em R$ 1.000,00, com fulcro no art. 85, §§2º. e 8º., do CPC."
1003727-95.2024.8.26.0005,20787631,Apelação Cível,Locação de Móvel,José Augusto Genofre Martins,São Paulo,29ª Câmara de Direito Privado,29,Direito Privado,30/07/2026,30/07/2026,,False,False,246,"LOCAÇÃO DE VEÍCULO VIA PLATAFORMA DE EMPRESA DE TECNOLOGIA - AÇÃO DECLARATÓRIA DE NULIDADE DE DÉBITO C/C INDENIZATÓRIA DE DANOS MATERIAIS E MORAIS - Sentença de parcial procedência - Apelo da empresa ré, insurgindo-se contra a condenação ao pagamento de indenização moral e por lucros cessantes e seus valores, bem como buscando a compensação de débito do autor e a restituição do valor da caução de forma diferida - Indevido o bloqueio do veículo realizado pela ré, o que impediu o autor ao exercício da atividade profissional de motorista, fim para o qual realizou a locação - Comprovados lucros cessantes no período do bloqueio indevido, conforme extrato de aplicativo de transporte - Indenização por lucros cessantes devida, porém, em montante inferior ao fixado na sentença - Ainda que inaplicável o CDC, haja vista que inexistente relação de consumo, locado o veículo para a atividade profissional de motorista de aplicativo, esperadas lealdade e boa-fé dos contratantes - Interpretação das cláusulas contratuais de forma mais favorável ao aderente - Cometimento de ilícito pela ré - Abusividade e arbitrariedade no bloqueio, cobranças e retenções indevidas, mantida a indenização por danos morais - Reduzido o valor da indenização nas circunstâncias - Observados, na sentença, os débitos do autor na relação contratual antes da fixação do valor da caução a ser restituído - Ausência de causa para aguardar provisionamento contábil para restituição - Sentença reformada em parte, sem alteração da disciplina de distribuição das verbas de sucumbência - Recurso parcialmente provido."
1001139-92.2025.8.26.0066,20786675,Apelação Cível,Bancários,Alexandre David Malfatti,Barretos,12ª Câmara de Direito Privado,12,Direito Privado,30/07/2026,30/07/2026,10000.0,False,True,471,"AÇÃO DECLARATÓRIA. SENTENÇA DE PROCEDÊNCIA. 

CONTRATO BANCÁRIO. CARTÃO DE CRÉDITO. RMC E RCC. CONTRATAÇÃO NÃO COMPROVADA. RESTITUIÇÃO DOBRADA. DANOS MORAIS . CONFIGURADOS. COMPENSAÇÃO DE VALORES. Ação declaratória cumulada com pedido de indenização. Sentença de procedência. Recursos das partes. Primeiro, rejeita-se a alegação de negativa de prestação jurisdicional, falta de interesse de agir e vício de representação. A procuração devidamente assinada e sem qualquer elemento nos autos que abone o instrumento de mandato outorgado. Desnecessidade de prévio requerimento administrativo ou esgotamento da via administrativa. Pretensão resistida evidenciada. Interesse processual configurado. Segundo, afasta-se a alegação de cerceamento de defesa. Contestação intempestiva. Revelia decretada. Documentos tardiamente juntados que foram submetidos ao contraditório e examinados pelo juízo. Réu que recebe o processo no estado em que se encontra. Julgamento antecipado da lide requerido pelo próprio banco. Ausência de recolhimento dos honorários periciais e consequente não realização da perícia destinada à comprovação da autenticidade da contratação. Impossibilidade de invocar posteriormente cerceamento de defesa. Ônus da prova da autenticidade documental que incumbia à instituição financeira. Ausência de nulidade por julgamento antecipado. Terceiro, afasta-se a alegação de ausência de fundamentação da sentença. Sentença que enfrentou as questões essenciais ao deslinde da controvérsia e expôs de forma clara as razões pelas quais reputou insuficientes os documentos produzidos pelo banco. Inconformismo da parte com a conclusão adotada que não se confunde com falta de fundamentação. Observância dos arts. 489, § 1º, do CPC e 93, IX, da constituição federal. Quarto, mantém-se a conclusão de nulidade dos contratos e a inexigibilidade dos débitos. Contratos de cartão de crédito consignado. Ausência de apresentação de prova apta a demonstrar a realização dos negócio jurídicos. Impugnação va autenticidade das contratações. Incidência do Tema Repetitivo nº 1061. Ausência de perícia ante o não recolhimento dos honorários periciais pelo banco réu. Incidência do artigo 14 do CDC com aplicação da Súmula 479 do STJ. Nulidade dos contratos de cartões consignados com declaração da inexigibilidade dos valores. Quinto, mantém-se a restituição dobrada dos valores. Contratos fraudulentos firmado após o período de modulação (agosto de 2024). Ademais, foi demonstrada a cobrança de má-fé do banco réu. Contratações que deixaram escancarada um método comercial sem transparência e informação, suscetível à fraude. Sexto, reconhece-se a existência dos danos morais . A indevida celebração de contratos de cartão de benefício consignado em nome do consumidor gerou prejuízos nas esferas patrimonial e moral. O autor sofreu descontos indevidos em seu salário, com repercussão em verba necessária à sua subsistência. Resistência desmedida ao pleito do autor. Valor da indenização majorado para R$ 10.000,00, parâmetro razoável e admitido por esta Turma julgadora em casos semelhantes. E sétimo, admite-se a compensação de valores. Compensação que se dará pelo valor histórico do crédito, sem qualquer acréscimo de correção monetária ou de juros. Ação julgada procedente em maior extensão em segundo grau.

SENTENÇA REFORMADA. RECURSOS PARCIALMENTE PROVIDOS."
1016859-65.2023.8.26.0100,20786293,Apelação Cível,Contratos Bancários,Renato Rangel Desinano,São Paulo,11ª Câmara de Direito Privado,11,Direito Privado,30/07/2026,30/07/2026,,False,False,213,"AÇÃO DE COBRANÇA – Pedido reconvencional indeferido pelo MM. Juízo a quo, em virtude da ausência do recolhimento das custas – D. Juízo a quo, contudo, que julgou parcialmente procedentes os pedidos reconvencionais formulados pela requerida – Vício de incongruência apto a ensejar a anulação do respectivo capítulo da sentença – Pleito recursal do autor voltado ao afastamento da condenação por danos morais prejudicado, ante a anulação do capítulo da sentença relativo ao pedido reconvencional – Ausência superveniente de interesse recursal – SENTENÇA PARCIALMENTE ANULADA, DE OFÍCIO, COM RELAÇÃO AO PLEITO RECONVENCIONAL.

AÇÃO DE COBRANÇA – Sentença de improcedência – Hipótese em que, diante da afirmação da requerida de que a assinatura apresentada no contrato em questão seria fraudada, incumbia à instituição financeira autora demonstrar a regularidade da avença, fato inocorrente à espécie – Inteligência do artigo 429, inciso II, do Código de Processo Civil – Instituição financeira que não compareceu à perícia e, mesmo após o perito ter solicitado documentos para análise, por e-mail, deixou de fornecê-los – Portanto, em virtude da ausência de prova da regularidade da contratação, impõe-se o reconhecimento da inexigibilidade do débito cobrado pelo autor, com a consequente restituição de eventuais valores cobrados indevidamente, em observância à vedação ao enriquecimento sem causa – RECURSO NÃO PROVIDO NESSA PARTE."
1003474-36.2025.8.26.0664,20783985,Apelação Cível,Associação,Pedro de Alcântara da Silva Leme Filho,Votuporanga,8ª Câmara de Direito Privado,8,Direito Privado,30/07/2026,30/07/2026,8000.0,True,False,81,"Apelação cível. Ação declaratória de inexistência de negócio jurídico c.c. repetição do indébito e dano moral . Sentença de parcial procedência, com declaração de inexistência da relação jurídica e restituição em dobro, afastado o dano moral . Recurso da autora. Dano moral configurado. Descontos de mensalidade associativa em benefício previdenciário sem autorização da beneficiária idosa. Aplicação do IRDR Tema 59 deste Tribunal. Ré revel que não comprovou contratação ou autorização. Indenização fixada em R$8.000,00. Sucumbência integral da ré. Recurso parcialmente provido."
1008637-40.2024.8.26.0176,20782638,Apelação Cível,Locação de Móvel,Michel Chakur Farah,Embu das Artes,28ª Câmara de Direito Privado,28,Direito Privado,29/07/2026,30/07/2026,1700.0,True,False,174,"APELAÇÃO – Ação declaratória de inexigibilidade de débito c.c. indenização por danos morais – Contrato de locação de veículo – Taxa de retorno – Veículo devolvido em agência diversa daquela em que foi retirado – Cobrança prevista contratualmente – Valor, contudo, imposto de forma unilateral, sem qualquer justificativa, e sem informação no contrato e na contestação a tornar transparente a quantia imposta (R$1.700,00) – Veículo retirado em São Paulo e devolvido na cidade vizinha de Taboão da Serra – Negativação de nome abusiva – Indenização por danos morais devida – Cobranças adicionais realizadas no cartão de crédito – Ausência de justificativa e de comprovação da origem e da legitimidade dos valores exigidos – Ré que não se desincumbiu do ônus previsto no art. 373, II, do CPC – Restituição em dobro dos valores pagos indevidamente – Art. 42, do CDC – Dano moral aqui também pertinente - Valor que se arbitra em R$12.000,00, para ambas as hipóteses, e que atende aos principios da razoabilidade e proporcionalidade - Sentença reformada em parte. RECURSO PARCIALMENTE PROVIDO."
1003338-58.2025.8.26.0011,19907949,Apelação Cível,Prestação de Serviços,Eduardo Gesse,São Paulo,28ª Câmara de Direito Privado,28,Direito Privado,30/10/2025,30/10/2025,10000.0,False,False,163,"APELAÇÃO. AÇÃO DE OBRIGAÇÃO DE FAZER C/C INDENIZAÇÃO POR DANOS MORAIS . PRESTAÇÃO DE SERVIÇOS. REDE SOCIAL. Sentença que julgou procedente a ação, determinando o restabelecimento do acesso ao perfil do usuário e condenação em danos morais . Insurgência da ré quanto à procedência da demanda. Não acolhida. Hipótese em que a autora está sem acesso à sua conta pessoal e comercial no Facebook. Impossibilidade de acesso que se deu após a perda dos códigos exigidos na autenticação por dois fatores. Recusa da ré em restabelecer o acesso. Evidente falha na prestação de serviços. Dever da ré de fornecer mecanismos eficazes e acessíveis para recuperação da conta. Ofensa moral caracterizada. Situação que ultrapassa o mero dissabor cotidiano. ""Quantum"" indenizatório fixado em R$ 10.000,00. Valor que se mostra excessivo. Indenização reduzida para R$5.000,00. Montante que se coaduna com os princípios da proporcionalidade e razoabilidade e que está em conformidade com os parâmetros desta c. Câmara. Sentença reformada em parte. Recurso parcialmente provido. Honorários mantidos."
1010119-78.2025.8.26.0405,19907430,Apelação Cível,Prestação de Serviços,Maria Lúcia Pizzotti,Osasco,30ª Câmara de Direito Privado,30,Direito Privado,29/10/2025,30/10/2025,5000.0,True,False,265,"APELAÇÃO – INDENIZAÇÃO POR DANOS MATERIAIS E MORAIS – BLOQUEIO DE ACESSO AO PERFIL DA AUTORA – PLATAFORMA MERCADOLIVRE – AUSENTE FUNDAMENTAÇÃO PARA A DESATIVAÇÃO DA CONTA – RELAÇÃO DE CONSUMO - DANO MATERIAL - LUCROS CESSANTES – NÃO COMPROVADOS – DANO MORAL CONFIGURADO
I - Aplicação do Código de Defesa do Consumidor, pois a autora, embora utilize a plataforma MercadoLivre como atividade comercial, as circunstâncias concretas evidenciam notória vulnerabilidade técnica e econômica da parte demandante, ante o porte tecnológico e econômico do réu;
II - Ainda que o réu alegue o descumprimento das disposições dos ""Termos de Uso"" da plataforma, não trouxe qualquer elemento de prova capaz de demonstrar as alegadas infrações supostamente cometidas pela parte autora, seja no tocante à violação à conduta denominada ""STRIKE 4;
III - Comprovada a conduta arbitrária e abusiva do réu ao bloquear o acesso da autora a sua conta, inviabilizando as vendas e o recebimento por elas, são fatos que causaram aflição e transtornos que ultrapassaram o mero dissabor; 
IV - A desativação repentina da conta da autora junto à plataforma do ré constitui, por si só, motivo para a indenização pretendida. Dano moral da pessoa jurídica restou configurado em razão do abalo à sua reputação perante seus consumidores e à interrupção de sua atividade comercial. Valor arbitrado em R$ 5.000,00 (cinco mil reais);
V - Lucros cessantes – Não comprovados - Cabia à demandante apresentar prova de sua existência, seja por meio de um relatório mensal, trimestral ou anual, demonstrando que devido ao bloqueio deixou de finalizar as vendas e auferir renda.

RECURSO PROVIDO EM PARTE"
1005887-65.2024.8.26.0079,19903891,Apelação Cível,Bancários,LAVINIO DONIZETTI PASCHOALÃO,Botucatu,38ª Câmara de Direito Privado,38,Direito Privado,30/10/2025,30/10/2025,20000.0,False,False,236,"APELAÇÃO - ação declaratória de inexistência de débito c.c. pedidos de indenização moral e de antecipação de tutela - Manutenção da inscrição dos dados cadastrais da parte apelante junto ao Sistema de Informações de Crédito do Banco Central (SCR) - Sentença de procedência - Insurgência do réu - Ilegitimidade passiva - Não ocorrência - Adoção da teoria da asserção - Imputação da responsabilidade à requerida - Preliminar afastada.

RESPONSABILIDADE CIVIL - Relação de consumo - Inversão do ônus da prova - Inteligência do art. 6º, inciso VIII do CDC - Réu que admitiu a atuação de terceiros na contratação de cartão de crédito em nome do autor - Falha na prestação dos serviços evidenciada - Responsabilidade objetiva da instituição financeira - Fraudes e delitos praticados por terceiros - Fortuito interno - Aplicação da Súmula 479 do STJ - Manutenção indevida de débito inexigível junto ao SCR - Banco de dados com caráter restritivo de crédito - Entendimento do E. STJ - Danos morais configurados, de caráter in re ipsa - Quantum indenizatório mantido em R$20.000,00 (vinte mil reais) que bem se amolda às peculiaridades do caso, mostrando-se razoável e proporcional ao grau e tipo de ofensa perpetrada, bem como à extensão dos danos causados - Aplicação do art. 252 do Regimento Interno desse E. Tribunal de Justiça - Ratificação dos fundamentos da decisão recorrida que se impõe - Sentença de procedência mantida - RECURSO NÃO PROVIDO."
1006556-45.2022.8.26.0320,19900823,Apelação Cível,Bancários,Léa Duarte,Limeira,Núcleo 4.0-T. IV (DP2),,,30/10/2025,30/10/2025,28029.12,True,False,596,"DIREITO DO CONSUMIDOR E PROCESSUAL CIVIL. AÇÃO DECLARATÓRIA C.C. OBRIGAÇÃO DE FAZER E INDENIZAÇÃO POR DANOS MATERIAIS E MORAIS. EMPRÉSTIMOS CONSIGNADOS FRAUDULENTOS. RESPONSABILIDADE OBJETIVA DA INSTITUIÇÃO FINANCEIRA. RESTITUIÇÃO EM DOBRO APÓS 31/03/2021. DANO MORAL CONFIGURADO. RECURSO DO BANCO DESPROVIDO. RECURSO DA AUTORA PARCIALMENTE PROVIDO.
I. CASO EM EXAME
1. Ação declaratória cumulada com obrigação de fazer e reparação de danos materiais e morais ajuizada por Aparecida Siqueira de Jesus contra o Banco Safra S/A, alegando fraude em empréstimo consignado nº 000014933040 e em contratos correlatos, com descontos indevidos em seu benefício previdenciário. A autora requereu a suspensão dos descontos, a devolução em dobro dos valores pagos (R$ 28.029,12) e indenização por danos morais de R$ 15.000,00. Sentença de parcial procedência que declarou a inexistência dos contratos e débitos, determinou a devolução simples dos valores descontados e fixou indenização moral em R$ 10.000,00. Recursos interpostos por ambas as partes.
II. QUESTÃO EM DISCUSSÃO
2. Há seis questões em discussão: (i) verificar se a sentença incorreu em julgamento extra petita; (ii) definir se houve responsabilidade civil do banco pela fraude nos empréstimos consignados; (iii) determinar o cabimento da restituição em dobro dos valores indevidamente descontados; (iv) fixar o termo inicial dos juros moratórios; (v) analisar a adequação do valor arbitrado a título de dano moral ; (vi) analisar a adequação dos honorários advocatícios fixados.
III. RAZÕES DE DECIDIR
3. Não há julgamento extra petita. A nulidade dos contratos subsequentes decorre da falsidade verificada na cadeia contratual de refinanciamentos, cuja invalidade se estende a todos os instrumentos correlatos, conforme a prova pericial grafotécnica que apontou falsidade das assinaturas.
4. Configurada fraude na contratação de empréstimos consignados, incide a responsabilidade objetiva da instituição financeira pelos danos causados ao consumidor, conforme o art. 14, §1º, do Código de Defesa do Consumidor e a Súmula 479 do STJ, por se tratar de fortuito interno.
5. O dano moral decorre da indevida redução de verba alimentar do benefício previdenciário, sendo presumido diante da fraude comprovada e da falha na prestação do serviço, cabendo a indenização fixada em R$ 10.000,00, valor proporcional e adequado, diante da grande quantidade de contratos fraudulentos.
6. A repetição do indébito deve ocorrer em dobro para os valores descontados após 31/03/2021, conforme o art. 42, parágrafo único, do CDC, e o entendimento consolidado no EREsp 1.413.542/RS.
7. O termo inicial dos juros moratórios incidentes sobre a restituição do indébito deve ser a data de cada desconto indevido, pois se trata de ilícito extracontratual, nos termos do art. 398 do CC e da Súmula 54 do STJ.
8. Mantém-se o valor dos honorários advocatícios conforme os critérios do art. 85, §2º, do CPC, sendo inaplicável, de forma vinculante, a tabela da OAB, por possuir caráter meramente orientativo (Tema 1076/STJ).
IV. DISPOSITIVO E TESE
9. Recurso do banco desprovido. Recurso da autora parcialmente provido para condenar a requerida a restituir em dobro à parte autora os valores indevidamente cobrados após o dia 31/03/2021 e de forma simples os pagos antes desta data; e alterar o termo inicial dos juros moratórios incidentes sobre a condenação à repetição do indébito para a data de cada desconto indevido.
Dispositivos relevantes citados: CC, arts. 389, parágrafo único, 398 e 406; CDC, arts. 6º, 14, §1º, e 42, parágrafo único; CPC, arts. 85, §§2º e 11, e 86, parágrafo único.
Jurisprudência relevante citada: STJ, Súmulas 54, 297, 326 e 479; STJ, EREsp nº 1.413.542/RS, Rel. Min. Herman Benjamin, Corte Especial, j. 21.10.2020, DJe 30.03.2021; TJSP, Apelação Cível nº 1070585-85.2022.8.26.0100, Rel. Des. Gilberto Franceschini, j. 16.04.2025; TJSP, Apelação Cível nº 1006940-23.2024.8.26.0066, Rel. Des. Pedro Ferronato, j. 21.03.2025."
